"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"30/07/2023 02:00 - 30/07/2023 03:00","BZN|CZ","4093.49","4028.00"
"30/07/2023 03:00 - 30/07/2023 04:00","BZN|CZ","4083.38","4036.00"
"30/07/2023 04:00 - 30/07/2023 05:00","BZN|CZ","4082.28","4042.00"
"30/07/2023 05:00 - 30/07/2023 06:00","BZN|CZ","3948.78","3876.00"
"30/07/2023 06:00 - 30/07/2023 07:00","BZN|CZ","4086.48","3983.00"
"30/07/2023 07:00 - 30/07/2023 08:00","BZN|CZ","4451.32","4364.00"
"30/07/2023 08:00 - 30/07/2023 09:00","BZN|CZ","4923.84","4814.00"
"30/07/2023 09:00 - 30/07/2023 10:00","BZN|CZ","5344.66","5289.00"
"30/07/2023 10:00 - 30/07/2023 11:00","BZN|CZ","5737.94","5646.00"
"30/07/2023 11:00 - 30/07/2023 12:00","BZN|CZ","5923.30","5863.00"
"30/07/2023 12:00 - 30/07/2023 13:00","BZN|CZ","5810.78","5724.00"
"30/07/2023 13:00 - 30/07/2023 14:00","BZN|CZ","5754.10","5658.00"
"30/07/2023 14:00 - 30/07/2023 15:00","BZN|CZ","5606.57","5500.00"
"30/07/2023 15:00 - 30/07/2023 16:00","BZN|CZ","5600.89","5515.00"
"30/07/2023 16:00 - 30/07/2023 17:00","BZN|CZ","5506.08","5428.00"
"30/07/2023 17:00 - 30/07/2023 18:00","BZN|CZ","5291.22","5242.00"
"30/07/2023 18:00 - 30/07/2023 19:00","BZN|CZ","5264.14","5217.00"
"30/07/2023 19:00 - 30/07/2023 20:00","BZN|CZ","5287.08","5251.00"
"30/07/2023 20:00 - 30/07/2023 21:00","BZN|CZ","5191.21","5239.00"
"30/07/2023 21:00 - 30/07/2023 22:00","BZN|CZ","5173.71","5308.00"
"30/07/2023 22:00 - 30/07/2023 23:00","BZN|CZ","5052.32","5227.00"
"30/07/2023 23:00 - 31/07/2023 00:00","BZN|CZ","4745.74","4916.00"
"31/07/2023 00:00 - 31/07/2023 01:00","BZN|CZ","4541.78","4635.00"
"31/07/2023 01:00 - 31/07/2023 02:00","BZN|CZ","4543.13","4599.00"
"31/07/2023 02:00 - 31/07/2023 03:00","BZN|CZ","4359.07","4412.00"
"31/07/2023 03:00 - 31/07/2023 04:00","BZN|CZ","4255.76","4362.00"
"31/07/2023 04:00 - 31/07/2023 05:00","BZN|CZ","4343.14","4425.00"
"31/07/2023 05:00 - 31/07/2023 06:00","BZN|CZ","4632.49","4703.00"
"31/07/2023 06:00 - 31/07/2023 07:00","BZN|CZ","5365.95","5570.00"
"31/07/2023 07:00 - 31/07/2023 08:00","BZN|CZ","5891.99","6148.00"
"31/07/2023 08:00 - 31/07/2023 09:00","BZN|CZ","6252.99","6493.00"
"31/07/2023 09:00 - 31/07/2023 10:00","BZN|CZ","6608.69","6766.00"
"31/07/2023 10:00 - 31/07/2023 11:00","BZN|CZ","6698.11","6798.00"
"31/07/2023 11:00 - 31/07/2023 12:00","BZN|CZ","6828.31","6937.00"
"31/07/2023 12:00 - 31/07/2023 13:00","BZN|CZ","6906.76","7010.00"
"31/07/2023 13:00 - 31/07/2023 14:00","BZN|CZ","6845.26","6912.00"
"31/07/2023 14:00 - 31/07/2023 15:00","BZN|CZ","6590.37","6727.00"
"31/07/2023 15:00 - 31/07/2023 16:00","BZN|CZ","6485.16","6700.00"
"31/07/2023 16:00 - 31/07/2023 17:00","BZN|CZ","6338.85","6559.00"
"31/07/2023 17:00 - 31/07/2023 18:00","BZN|CZ","6198.06","6401.00"
"31/07/2023 18:00 - 31/07/2023 19:00","BZN|CZ","6013.32","6172.00"
"31/07/2023 19:00 - 31/07/2023 20:00","BZN|CZ","5925.49","6097.00"
"31/07/2023 20:00 - 31/07/2023 21:00","BZN|CZ","5788.09","5962.00"
"31/07/2023 21:00 - 31/07/2023 22:00","BZN|CZ","5718.17","5843.00"
"31/07/2023 22:00 - 31/07/2023 23:00","BZN|CZ","5428.80","5548.00"
"31/07/2023 23:00 - 01/08/2023 00:00","BZN|CZ","5031.55","5149.00"
"01/08/2023 00:00 - 01/08/2023 01:00","BZN|CZ","4739.57","4652.00"
"01/08/2023 01:00 - 01/08/2023 02:00","BZN|CZ","4700.74","4615.00"
"01/08/2023 02:00 - 01/08/2023 03:00","BZN|CZ","4585.56","4476.00"
"01/08/2023 03:00 - 01/08/2023 04:00","BZN|CZ","4481.88","4386.00"
"01/08/2023 04:00 - 01/08/2023 05:00","BZN|CZ","4569.32","4462.00"
"01/08/2023 05:00 - 01/08/2023 06:00","BZN|CZ","4853.76","4705.00"
"01/08/2023 06:00 - 01/08/2023 07:00","BZN|CZ","5537.29","5358.00"
"01/08/2023 07:00 - 01/08/2023 08:00","BZN|CZ","6042.19","5883.00"
"01/08/2023 08:00 - 01/08/2023 09:00","BZN|CZ","6422.71","6248.00"
"01/08/2023 09:00 - 01/08/2023 10:00","BZN|CZ","6707.89","6575.00"
"01/08/2023 10:00 - 01/08/2023 11:00","BZN|CZ","6848.91","6658.00"
"01/08/2023 11:00 - 01/08/2023 12:00","BZN|CZ","7015.09","6801.00"
"01/08/2023 12:00 - 01/08/2023 13:00","BZN|CZ","7071.50","6865.00"
"01/08/2023 13:00 - 01/08/2023 14:00","BZN|CZ","7001.56","6751.00"
"01/08/2023 14:00 - 01/08/2023 15:00","BZN|CZ","6811.47","6575.00"
"01/08/2023 15:00 - 01/08/2023 16:00","BZN|CZ","6707.33","6531.00"
"01/08/2023 16:00 - 01/08/2023 17:00","BZN|CZ","6554.34","6422.00"
"01/08/2023 17:00 - 01/08/2023 18:00","BZN|CZ","6415.94","6304.00"
"01/08/2023 18:00 - 01/08/2023 19:00","BZN|CZ","6231.42","6125.00"
"01/08/2023 19:00 - 01/08/2023 20:00","BZN|CZ","6039.13","6110.00"
"01/08/2023 20:00 - 01/08/2023 21:00","BZN|CZ","5847.27","5953.00"
"01/08/2023 21:00 - 01/08/2023 22:00","BZN|CZ","5740.27","5762.00"
"01/08/2023 22:00 - 01/08/2023 23:00","BZN|CZ","5477.84","5456.00"
"01/08/2023 23:00 - 02/08/2023 00:00","BZN|CZ","5063.44","5055.00"
"02/08/2023 00:00 - 02/08/2023 01:00","BZN|CZ","4785.40","4707.00"
"02/08/2023 01:00 - 02/08/2023 02:00","BZN|CZ","4752.97","4667.00"
"02/08/2023 02:00 - 02/08/2023 03:00","BZN|CZ","4599.98","4534.00"
"02/08/2023 03:00 - 02/08/2023 04:00","BZN|CZ","4502.01","4456.00"
"02/08/2023 04:00 - 02/08/2023 05:00","BZN|CZ","4564.23","4543.00"
"02/08/2023 05:00 - 02/08/2023 06:00","BZN|CZ","4810.30","4827.00"
"02/08/2023 06:00 - 02/08/2023 07:00","BZN|CZ","5496.52","5625.00"
"02/08/2023 07:00 - 02/08/2023 08:00","BZN|CZ","6065.07","6126.00"
"02/08/2023 08:00 - 02/08/2023 09:00","BZN|CZ","6485.21","6438.00"
"02/08/2023 09:00 - 02/08/2023 10:00","BZN|CZ","6736.32","6694.00"
"02/08/2023 10:00 - 02/08/2023 11:00","BZN|CZ","6866.68","6742.00"
"02/08/2023 11:00 - 02/08/2023 12:00","BZN|CZ","7007.79","6866.00"
"02/08/2023 12:00 - 02/08/2023 13:00","BZN|CZ","7007.74","6919.00"
"02/08/2023 13:00 - 02/08/2023 14:00","BZN|CZ","6867.49","6845.00"
"02/08/2023 14:00 - 02/08/2023 15:00","BZN|CZ","6677.01","6646.00"
"02/08/2023 15:00 - 02/08/2023 16:00","BZN|CZ","6607.97","6590.00"
"02/08/2023 16:00 - 02/08/2023 17:00","BZN|CZ","6461.49","6468.00"
"02/08/2023 17:00 - 02/08/2023 18:00","BZN|CZ","6316.94","6304.00"
"02/08/2023 18:00 - 02/08/2023 19:00","BZN|CZ","6128.87","6110.00"
"02/08/2023 19:00 - 02/08/2023 20:00","BZN|CZ","6045.05","6058.00"
"02/08/2023 20:00 - 02/08/2023 21:00","BZN|CZ","5904.87","5939.00"
"02/08/2023 21:00 - 02/08/2023 22:00","BZN|CZ","5831.59","5792.00"
"02/08/2023 22:00 - 02/08/2023 23:00","BZN|CZ","5511.75","5499.00"
"02/08/2023 23:00 - 03/08/2023 00:00","BZN|CZ","5132.64","5092.00"
"03/08/2023 00:00 - 03/08/2023 01:00","BZN|CZ","4870.50","4774.00"
"03/08/2023 01:00 - 03/08/2023 02:00","BZN|CZ","4827.99","4715.00"
"03/08/2023 02:00 - 03/08/2023 03:00","BZN|CZ","4692.21","4555.00"
"03/08/2023 03:00 - 03/08/2023 04:00","BZN|CZ","4575.56","4502.00"
"03/08/2023 04:00 - 03/08/2023 05:00","BZN|CZ","4639.50","4560.00"
"03/08/2023 05:00 - 03/08/2023 06:00","BZN|CZ","4925.50","4801.00"
"03/08/2023 06:00 - 03/08/2023 07:00","BZN|CZ","5586.13","5605.00"
"03/08/2023 07:00 - 03/08/2023 08:00","BZN|CZ","6110.39","6148.00"
"03/08/2023 08:00 - 03/08/2023 09:00","BZN|CZ","6521.57","6478.00"
"03/08/2023 09:00 - 03/08/2023 10:00","BZN|CZ","6840.29","6743.00"
"03/08/2023 10:00 - 03/08/2023 11:00","BZN|CZ","6980.97","6791.00"
"03/08/2023 11:00 - 03/08/2023 12:00","BZN|CZ","7108.16","6927.00"
"03/08/2023 12:00 - 03/08/2023 13:00","BZN|CZ","7138.65","6963.00"
"03/08/2023 13:00 - 03/08/2023 14:00","BZN|CZ","7041.45","6875.00"
"03/08/2023 14:00 - 03/08/2023 15:00","BZN|CZ","6784.44","6695.00"
"03/08/2023 15:00 - 03/08/2023 16:00","BZN|CZ","6657.53","6642.00"
"03/08/2023 16:00 - 03/08/2023 17:00","BZN|CZ","6557.20","6526.00"
"03/08/2023 17:00 - 03/08/2023 18:00","BZN|CZ","6389.40","6337.00"
"03/08/2023 18:00 - 03/08/2023 19:00","BZN|CZ","6121.32","6108.00"
"03/08/2023 19:00 - 03/08/2023 20:00","BZN|CZ","5989.36","6015.00"
"03/08/2023 20:00 - 03/08/2023 21:00","BZN|CZ","5851.21","5884.00"
"03/08/2023 21:00 - 03/08/2023 22:00","BZN|CZ","5768.24","5742.00"
"03/08/2023 22:00 - 03/08/2023 23:00","BZN|CZ","5466.55","5437.00"
"03/08/2023 23:00 - 04/08/2023 00:00","BZN|CZ","5050.04","5039.00"
"04/08/2023 00:00 - 04/08/2023 01:00","BZN|CZ","4749.70","4787.00"
"04/08/2023 01:00 - 04/08/2023 02:00","BZN|CZ","4714.98","4731.00"
"04/08/2023 02:00 - 04/08/2023 03:00","BZN|CZ","4571.32","4573.00"
"04/08/2023 03:00 - 04/08/2023 04:00","BZN|CZ","4468.16","4490.00"
"04/08/2023 04:00 - 04/08/2023 05:00","BZN|CZ","4539.74","4539.00"
"04/08/2023 05:00 - 04/08/2023 06:00","BZN|CZ","4791.44","4769.00"
"04/08/2023 06:00 - 04/08/2023 07:00","BZN|CZ","5452.72","5547.00"
"04/08/2023 07:00 - 04/08/2023 08:00","BZN|CZ","5963.69","6063.00"
"04/08/2023 08:00 - 04/08/2023 09:00","BZN|CZ","6414.35","6376.00"
"04/08/2023 09:00 - 04/08/2023 10:00","BZN|CZ","6751.32","6673.00"
"04/08/2023 10:00 - 04/08/2023 11:00","BZN|CZ","6830.66","6739.00"
"04/08/2023 11:00 - 04/08/2023 12:00","BZN|CZ","6951.14","6865.00"
"04/08/2023 12:00 - 04/08/2023 13:00","BZN|CZ","6904.52","6874.00"
"04/08/2023 13:00 - 04/08/2023 14:00","BZN|CZ","6811.42","6746.00"
"04/08/2023 14:00 - 04/08/2023 15:00","BZN|CZ","6561.32","6536.00"
"04/08/2023 15:00 - 04/08/2023 16:00","BZN|CZ","6497.33","6483.00"
"04/08/2023 16:00 - 04/08/2023 17:00","BZN|CZ","6344.60","6342.00"
"04/08/2023 17:00 - 04/08/2023 18:00","BZN|CZ","6137.67","6134.00"
"04/08/2023 18:00 - 04/08/2023 19:00","BZN|CZ","5930.43","5871.00"
"04/08/2023 19:00 - 04/08/2023 20:00","BZN|CZ","5780.38","5802.00"
"04/08/2023 20:00 - 04/08/2023 21:00","BZN|CZ","5556.76","5614.00"
"04/08/2023 21:00 - 04/08/2023 22:00","BZN|CZ","5433.32","5456.00"
"04/08/2023 22:00 - 04/08/2023 23:00","BZN|CZ","5130.17","5107.00"
"04/08/2023 23:00 - 05/08/2023 00:00","BZN|CZ","4757.40","4719.00"
"05/08/2023 00:00 - 05/08/2023 01:00","BZN|CZ","4410.01","4356.00"
"05/08/2023 01:00 - 05/08/2023 02:00","BZN|CZ","4289.25","4225.00"
"05/08/2023 02:00 - 05/08/2023 03:00","BZN|CZ","4265.64","4146.00"
"05/08/2023 03:00 - 05/08/2023 04:00","BZN|CZ","4279.63","4140.00"
"05/08/2023 04:00 - 05/08/2023 05:00","BZN|CZ","4305.70","4144.00"
"05/08/2023 05:00 - 05/08/2023 06:00","BZN|CZ","4250.89","4077.00"
"05/08/2023 06:00 - 05/08/2023 07:00","BZN|CZ","4381.52","4190.00"
"05/08/2023 07:00 - 05/08/2023 08:00","BZN|CZ","4744.49","4596.00"
"05/08/2023 08:00 - 05/08/2023 09:00","BZN|CZ","5211.76","4999.00"
"05/08/2023 09:00 - 05/08/2023 10:00","BZN|CZ","5593.30","5452.00"
"05/08/2023 10:00 - 05/08/2023 11:00","BZN|CZ","5956.60","5757.00"
"05/08/2023 11:00 - 05/08/2023 12:00","BZN|CZ","6149.46","5968.00"
"05/08/2023 12:00 - 05/08/2023 13:00","BZN|CZ","6009.42","5868.00"
"05/08/2023 13:00 - 05/08/2023 14:00","BZN|CZ","5922.68","5771.00"
"05/08/2023 14:00 - 05/08/2023 15:00","BZN|CZ","5769.10","5574.00"
"05/08/2023 15:00 - 05/08/2023 16:00","BZN|CZ","5778.82","5512.00"
"05/08/2023 16:00 - 05/08/2023 17:00","BZN|CZ","5643.37","5392.00"
"05/08/2023 17:00 - 05/08/2023 18:00","BZN|CZ","5429.35","5196.00"
"05/08/2023 18:00 - 05/08/2023 19:00","BZN|CZ","5310.26","5094.00"
"05/08/2023 19:00 - 05/08/2023 20:00","BZN|CZ","5239.41","5053.00"
"05/08/2023 20:00 - 05/08/2023 21:00","BZN|CZ","5153.45","5011.00"
"05/08/2023 21:00 - 05/08/2023 22:00","BZN|CZ","5033.77","4927.00"
"05/08/2023 22:00 - 05/08/2023 23:00","BZN|CZ","4832.76","4706.00"
"05/08/2023 23:00 - 06/08/2023 00:00","BZN|CZ","4548.28","4393.00"
"06/08/2023 00:00 - 06/08/2023 01:00","BZN|CZ","4271.91","4103.00"
"06/08/2023 01:00 - 06/08/2023 02:00","BZN|CZ","4159.64","4011.00"
"06/08/2023 02:00 - 06/08/2023 03:00","BZN|CZ","4118.22","3963.00"
"06/08/2023 03:00 - 06/08/2023 04:00","BZN|CZ","4084.02","3955.00"
"06/08/2023 04:00 - 06/08/2023 05:00","BZN|CZ","4130.53","3961.00"
"06/08/2023 05:00 - 06/08/2023 06:00","BZN|CZ","4109.52","3818.00"
"06/08/2023 06:00 - 06/08/2023 07:00","BZN|CZ","4132.42","3884.00"
"06/08/2023 07:00 - 06/08/2023 08:00","BZN|CZ","4448.08","4233.00"
"06/08/2023 08:00 - 06/08/2023 09:00","BZN|CZ","4928.17","4661.00"
"06/08/2023 09:00 - 06/08/2023 10:00","BZN|CZ","5446.42","5171.00"
"06/08/2023 10:00 - 06/08/2023 11:00","BZN|CZ","5847.71","5530.00"
"06/08/2023 11:00 - 06/08/2023 12:00","BZN|CZ","6104.58","5784.00"
"06/08/2023 12:00 - 06/08/2023 13:00","BZN|CZ","5963.86","5646.00"
"06/08/2023 13:00 - 06/08/2023 14:00","BZN|CZ","5876.45","5568.00"
"06/08/2023 14:00 - 06/08/2023 15:00","BZN|CZ","5723.14","5441.00"
"06/08/2023 15:00 - 06/08/2023 16:00","BZN|CZ","5703.38","5429.00"
"06/08/2023 16:00 - 06/08/2023 17:00","BZN|CZ","5590.06","5344.00"
"06/08/2023 17:00 - 06/08/2023 18:00","BZN|CZ","5403.77","5217.00"
"06/08/2023 18:00 - 06/08/2023 19:00","BZN|CZ","5348.02","5242.00"
"06/08/2023 19:00 - 06/08/2023 20:00","BZN|CZ","5369.40","5279.00"
"06/08/2023 20:00 - 06/08/2023 21:00","BZN|CZ","5431.80","5298.00"
"06/08/2023 21:00 - 06/08/2023 22:00","BZN|CZ","5319.16","5254.00"
"06/08/2023 22:00 - 06/08/2023 23:00","BZN|CZ","5190.72","5146.00"
"06/08/2023 23:00 - 07/08/2023 00:00","BZN|CZ","4873.63","4850.00"
"07/08/2023 00:00 - 07/08/2023 01:00","BZN|CZ","4708.61","4610.00"
"07/08/2023 01:00 - 07/08/2023 02:00","BZN|CZ","4706.89","4621.00"
"07/08/2023 02:00 - 07/08/2023 03:00","BZN|CZ","4571.70","4465.00"
"07/08/2023 03:00 - 07/08/2023 04:00","BZN|CZ","4452.51","4370.00"
"07/08/2023 04:00 - 07/08/2023 05:00","BZN|CZ","4563.93","4448.00"
"07/08/2023 05:00 - 07/08/2023 06:00","BZN|CZ","4914.69","4751.00"
"07/08/2023 06:00 - 07/08/2023 07:00","BZN|CZ","5732.89","5660.00"
"07/08/2023 07:00 - 07/08/2023 08:00","BZN|CZ","6314.95","6199.00"
"07/08/2023 08:00 - 07/08/2023 09:00","BZN|CZ","6709.26","6511.00"
"07/08/2023 09:00 - 07/08/2023 10:00","BZN|CZ","7013.22","6787.00"
"07/08/2023 10:00 - 07/08/2023 11:00","BZN|CZ","7171.85","6875.00"
"07/08/2023 11:00 - 07/08/2023 12:00","BZN|CZ","7281.86","7021.00"
"07/08/2023 12:00 - 07/08/2023 13:00","BZN|CZ","7298.01","7068.00"
"07/08/2023 13:00 - 07/08/2023 14:00","BZN|CZ","7211.06","6970.00"
"07/08/2023 14:00 - 07/08/2023 15:00","BZN|CZ","6959.27","6779.00"
"07/08/2023 15:00 - 07/08/2023 16:00","BZN|CZ","6860.96","6713.00"
"07/08/2023 16:00 - 07/08/2023 17:00","BZN|CZ","6751.18","6598.00"
"07/08/2023 17:00 - 07/08/2023 18:00","BZN|CZ","6569.97","6440.00"
"07/08/2023 18:00 - 07/08/2023 19:00","BZN|CZ","6410.52","6238.00"
"07/08/2023 19:00 - 07/08/2023 20:00","BZN|CZ","6340.91","6183.00"
"07/08/2023 20:00 - 07/08/2023 21:00","BZN|CZ","6199.81","6075.00"
"07/08/2023 21:00 - 07/08/2023 22:00","BZN|CZ","6051.03","5902.00"
"07/08/2023 22:00 - 07/08/2023 23:00","BZN|CZ","5680.65","5568.00"
"07/08/2023 23:00 - 08/08/2023 00:00","BZN|CZ","5284.95","5168.00"
"08/08/2023 00:00 - 08/08/2023 01:00","BZN|CZ","4989.97","4952.00"
"08/08/2023 01:00 - 08/08/2023 02:00","BZN|CZ","4925.26","4930.00"
"08/08/2023 02:00 - 08/08/2023 03:00","BZN|CZ","4795.16","4773.00"
"08/08/2023 03:00 - 08/08/2023 04:00","BZN|CZ","4726.08","4734.00"
"08/08/2023 04:00 - 08/08/2023 05:00","BZN|CZ","4824.11","4821.00"
"08/08/2023 05:00 - 08/08/2023 06:00","BZN|CZ","5140.24","5122.00"
"08/08/2023 06:00 - 08/08/2023 07:00","BZN|CZ","5897.43","5957.00"
"08/08/2023 07:00 - 08/08/2023 08:00","BZN|CZ","6448.29","6473.00"
"08/08/2023 08:00 - 08/08/2023 09:00","BZN|CZ","6777.25","6814.00"
"08/08/2023 09:00 - 08/08/2023 10:00","BZN|CZ","6992.29","7034.00"
"08/08/2023 10:00 - 08/08/2023 11:00","BZN|CZ","7096.93","7058.00"
"08/08/2023 11:00 - 08/08/2023 12:00","BZN|CZ","7263.97","7151.00"
"08/08/2023 12:00 - 08/08/2023 13:00","BZN|CZ","7320.66","7168.00"
"08/08/2023 13:00 - 08/08/2023 14:00","BZN|CZ","7120.81","7063.00"
"08/08/2023 14:00 - 08/08/2023 15:00","BZN|CZ","6877.34","6861.00"
"08/08/2023 15:00 - 08/08/2023 16:00","BZN|CZ","6868.32","6811.00"
"08/08/2023 16:00 - 08/08/2023 17:00","BZN|CZ","6673.90","6697.00"
"08/08/2023 17:00 - 08/08/2023 18:00","BZN|CZ","6506.93","6541.00"
"08/08/2023 18:00 - 08/08/2023 19:00","BZN|CZ","6342.35","6342.00"
"08/08/2023 19:00 - 08/08/2023 20:00","BZN|CZ","6302.67","6288.00"
"08/08/2023 20:00 - 08/08/2023 21:00","BZN|CZ","6208.57","6190.00"
"08/08/2023 21:00 - 08/08/2023 22:00","BZN|CZ","6020.64","6067.00"
"08/08/2023 22:00 - 08/08/2023 23:00","BZN|CZ","5665.57","5733.00"
"08/08/2023 23:00 - 09/08/2023 00:00","BZN|CZ","5276.94","5338.00"
"09/08/2023 00:00 - 09/08/2023 01:00","BZN|CZ","5010.06","5107.00"
"09/08/2023 01:00 - 09/08/2023 02:00","BZN|CZ","4970.54","5049.00"
"09/08/2023 02:00 - 09/08/2023 03:00","BZN|CZ","4828.58","4895.00"
"09/08/2023 03:00 - 09/08/2023 04:00","BZN|CZ","4737.55","4796.00"
"09/08/2023 04:00 - 09/08/2023 05:00","BZN|CZ","4808.45","4882.00"
"09/08/2023 05:00 - 09/08/2023 06:00","BZN|CZ","5123.25","5180.00"
"09/08/2023 06:00 - 09/08/2023 07:00","BZN|CZ","5881.15","5999.00"
"09/08/2023 07:00 - 09/08/2023 08:00","BZN|CZ","6439.82","6503.00"
"09/08/2023 08:00 - 09/08/2023 09:00","BZN|CZ","6811.96","6825.00"
"09/08/2023 09:00 - 09/08/2023 10:00","BZN|CZ","7102.91","7111.00"
"09/08/2023 10:00 - 09/08/2023 11:00","BZN|CZ","7164.77","7212.00"
"09/08/2023 11:00 - 09/08/2023 12:00","BZN|CZ","7389.06","7310.00"
"09/08/2023 12:00 - 09/08/2023 13:00","BZN|CZ","7422.74","7331.00"
"09/08/2023 13:00 - 09/08/2023 14:00","BZN|CZ","7280.52","7236.00"
"09/08/2023 14:00 - 09/08/2023 15:00","BZN|CZ","7040.18","7042.00"
"09/08/2023 15:00 - 09/08/2023 16:00","BZN|CZ","6910.75","6968.00"
"09/08/2023 16:00 - 09/08/2023 17:00","BZN|CZ","6742.11","6854.00"
"09/08/2023 17:00 - 09/08/2023 18:00","BZN|CZ","6572.03","6677.00"
"09/08/2023 18:00 - 09/08/2023 19:00","BZN|CZ","6371.50","6502.00"
"09/08/2023 19:00 - 09/08/2023 20:00","BZN|CZ","6298.63","6451.00"
"09/08/2023 20:00 - 09/08/2023 21:00","BZN|CZ","6235.42","6334.00"
"09/08/2023 21:00 - 09/08/2023 22:00","BZN|CZ","6101.79","6156.00"
"09/08/2023 22:00 - 09/08/2023 23:00","BZN|CZ","5758.43","5801.00"
"09/08/2023 23:00 - 10/08/2023 00:00","BZN|CZ","5355.16","5395.00"
"10/08/2023 00:00 - 10/08/2023 01:00","BZN|CZ","5072.54","5053.00"
"10/08/2023 01:00 - 10/08/2023 02:00","BZN|CZ","5035.63","5027.00"
"10/08/2023 02:00 - 10/08/2023 03:00","BZN|CZ","4879.19","4876.00"
"10/08/2023 03:00 - 10/08/2023 04:00","BZN|CZ","4788.44","4823.00"
"10/08/2023 04:00 - 10/08/2023 05:00","BZN|CZ","4888.83","4913.00"
"10/08/2023 05:00 - 10/08/2023 06:00","BZN|CZ","5181.51","5247.00"
"10/08/2023 06:00 - 10/08/2023 07:00","BZN|CZ","5954.92","6072.00"
"10/08/2023 07:00 - 10/08/2023 08:00","BZN|CZ","6525.07","6603.00"
"10/08/2023 08:00 - 10/08/2023 09:00","BZN|CZ","6920.31","6895.00"
"10/08/2023 09:00 - 10/08/2023 10:00","BZN|CZ","7166.55","7070.00"
"10/08/2023 10:00 - 10/08/2023 11:00","BZN|CZ","7210.35","7121.00"
"10/08/2023 11:00 - 10/08/2023 12:00","BZN|CZ","7373.18","7223.00"
"10/08/2023 12:00 - 10/08/2023 13:00","BZN|CZ","7323.70","7264.00"
"10/08/2023 13:00 - 10/08/2023 14:00","BZN|CZ","7208.21","7126.00"
"10/08/2023 14:00 - 10/08/2023 15:00","BZN|CZ","7000.88","6912.00"
"10/08/2023 15:00 - 10/08/2023 16:00","BZN|CZ","6857.44","6862.00"
"10/08/2023 16:00 - 10/08/2023 17:00","BZN|CZ","6699.58","6706.00"
"10/08/2023 17:00 - 10/08/2023 18:00","BZN|CZ","6495.98","6543.00"
"10/08/2023 18:00 - 10/08/2023 19:00","BZN|CZ","6294.87","6364.00"
"10/08/2023 19:00 - 10/08/2023 20:00","BZN|CZ","6249.03","6342.00"
"10/08/2023 20:00 - 10/08/2023 21:00","BZN|CZ","6229.72","6272.00"
"10/08/2023 21:00 - 10/08/2023 22:00","BZN|CZ","6127.39","6087.00"
"10/08/2023 22:00 - 10/08/2023 23:00","BZN|CZ","5807.22","5742.00"
"10/08/2023 23:00 - 11/08/2023 00:00","BZN|CZ","5397.09","5347.00"
"11/08/2023 00:00 - 11/08/2023 01:00","BZN|CZ","5128.98","5072.00"
"11/08/2023 01:00 - 11/08/2023 02:00","BZN|CZ","5070.92","5041.00"
"11/08/2023 02:00 - 11/08/2023 03:00","BZN|CZ","4904.29","4881.00"
"11/08/2023 03:00 - 11/08/2023 04:00","BZN|CZ","4812.77","4804.00"
"11/08/2023 04:00 - 11/08/2023 05:00","BZN|CZ","4865.09","4895.00"
"11/08/2023 05:00 - 11/08/2023 06:00","BZN|CZ","5157.68","5177.00"
"11/08/2023 06:00 - 11/08/2023 07:00","BZN|CZ","5877.08","5997.00"
"11/08/2023 07:00 - 11/08/2023 08:00","BZN|CZ","6445.71","6470.00"
"11/08/2023 08:00 - 11/08/2023 09:00","BZN|CZ","6881.05","6783.00"
"11/08/2023 09:00 - 11/08/2023 10:00","BZN|CZ","7192.28","7016.00"
"11/08/2023 10:00 - 11/08/2023 11:00","BZN|CZ","7355.95","7058.00"
"11/08/2023 11:00 - 11/08/2023 12:00","BZN|CZ","7412.43","7175.00"
"11/08/2023 12:00 - 11/08/2023 13:00","BZN|CZ","7415.74","7179.00"
"11/08/2023 13:00 - 11/08/2023 14:00","BZN|CZ","7300.16","7047.00"
"11/08/2023 14:00 - 11/08/2023 15:00","BZN|CZ","7061.74","6817.00"
"11/08/2023 15:00 - 11/08/2023 16:00","BZN|CZ","6952.67","6737.00"
"11/08/2023 16:00 - 11/08/2023 17:00","BZN|CZ","6765.35","6600.00"
"11/08/2023 17:00 - 11/08/2023 18:00","BZN|CZ","6577.75","6399.00"
"11/08/2023 18:00 - 11/08/2023 19:00","BZN|CZ","6282.69","6159.00"
"11/08/2023 19:00 - 11/08/2023 20:00","BZN|CZ","6132.99","6087.00"
"11/08/2023 20:00 - 11/08/2023 21:00","BZN|CZ","5976.26","5932.00"
"11/08/2023 21:00 - 11/08/2023 22:00","BZN|CZ","5824.44","5775.00"
"11/08/2023 22:00 - 11/08/2023 23:00","BZN|CZ","5465.57","5412.00"
"11/08/2023 23:00 - 12/08/2023 00:00","BZN|CZ","5085.21","5026.00"
"12/08/2023 00:00 - 12/08/2023 01:00","BZN|CZ","4696.23","4696.00"
"12/08/2023 01:00 - 12/08/2023 02:00","BZN|CZ","4542.06","4552.00"
"12/08/2023 02:00 - 12/08/2023 03:00","BZN|CZ","4504.29","4457.00"
"12/08/2023 03:00 - 12/08/2023 04:00","BZN|CZ","4548.23","4453.00"
"12/08/2023 04:00 - 12/08/2023 05:00","BZN|CZ","4528.63","4459.00"
"12/08/2023 05:00 - 12/08/2023 06:00","BZN|CZ","4451.67","4417.00"
"12/08/2023 06:00 - 12/08/2023 07:00","BZN|CZ","4618.82","4564.00"
